Sample,Observed_OTUs,Shannon_Index,Simpson_Index,Inverse_Simpson_Index,Pielou_Evenness
s2214_ksz_bmud_slee_1,37,2.190500158307596,0.7765371653041229,1.2877683705046625,0.6066324993534743
s2214_ksz_bmud_slee_2,37,2.0224742751472062,0.7494444652067376,1.334321682826953,0.5600997652328731
s2214_ksz_bmud_slee_3,37,1.3695893690594936,0.5160522140896753,1.9377884111281583,0.3792911947025023
s2214_ksz_bmud_slee_4,31,1.670919638724836,0.6607212500505313,1.513497560315369,0.48658295422371994
s2214_ksz_bmud_slee_5,28,1.2190245421983432,0.45257898419935105,2.2095590712615194,0.36583125029569336
s2214_ksz_bmud_slee_6,55,2.204380273454108,0.8000315632055012,1.249950684437101,0.5500865966367677
s2214_ksz_wout_slee_1,31,1.779199476151695,0.7059096331553935,1.4166119189081356,0.5181147657824334
s2214_ksz_wout_slee_2,44,1.6060596967484781,0.590740661,1.6927901958275633,0.424413111
s2214_ksz_wout_slee_3,69,2.4026758152167083,0.7937979880722319,1.2597663574690299,0.5674575763760213
s2214_ksz_wout_slee_4,42,1.429370817266876,0.580046158,1.7240007307361693,0.3824229970126026
s2214_ksz_wout_slee_5,51,1.922165212290241,0.7653264946511271,1.3066318845473244,0.4888734628240344
s2214_ksz_wout_slee_6,40,1.8538463150652207,0.7336261621694208,1.3630920645508058,0.5025499851988283
s2306_hkt_bmud_1,69,2.3434690369024977,0.8315211573715608,1.2026152204725624,0.5534742771250635
s2306_hkt_bmud_2,13,1.2245531973377826,0.48812766260550733,2.0486443949155473,0.4774180799225178
s2306_hkt_bmud_3,73,2.3535623130345105,0.7898465478287133,1.2660687101171717,0.5485571755934261
s2306_hkt_bmud_4,83,2.359312855200178,0.8211593493746787,1.2177904334420722,0.53392124
s2306_hkt_bmud_5,69,1.6124571749143044,0.6601294548859831,1.5148543859063508,0.38082584204330927
s2306_hkt_bmud_6,26,2.0523242511660356,0.7475948906741712,1.3376228388856608,0.6299151136916078
s2306_hkt_wout_1,23,1.9404236992954644,0.7664962827102053,1.304637768710585,0.6188573684612757
s2306_hkt_wout_2,39,2.0570886298578253,0.7311061418358326,1.3677904517242405,0.5614996630481236
s2306_hkt_wout_3,113,2.5611021122759055,0.8554698445859177,1.1689482760015237,0.5417584108793312
s2306_hkt_wout_4,98,2.371585069,0.8096348267087617,1.2351247340298956,0.5172523207244077
s2306_hkt_wout_5,86,2.3691986727447034,0.846076304,1.1819264943742478,0.5318845871621651
s2306_hkt_wout_6,29,2.094972666394358,0.7638788705119588,1.3091080779990558,0.6221528407864222
s2311-bay1yng-okyJuly23-bmud-1,49,2.128350816,0.8242464074220511,1.2132294311450424,0.5468779782067011
s2311-bay1yng-okyJuly23-bmud-2,56,2.3614049018319254,0.8426373538132016,1.186750142839838,0.5866331896581842
s2311-bay1yng-okyJuly23-bmud-3,59,2.405039826020129,0.8471376440356106,1.180445712737048,0.5898265458272364
s2311-bay1yng-okyJuly23-bmud-4,52,2.133796349075614,0.8006485279351006,1.2489874958978986,0.5400315700702177
s2311-bay1yng-okyJuly23-bmud-5,54,2.245122552181264,0.8407127528753839,1.189466909571463,0.5628306671506986
s2311-bay1yng-okyJuly23-bmud-6,61,2.4626659342959214,0.8615905394191825,1.1606441276318127,0.5990614199473032
s2311-bay1yng-okyJuly23-wout-1,61,1.676868007777445,0.5659462211950255,1.7669523402567242,0.4079103526847472
s2311-bay1yng-okyJuly23-wout-2,65,2.019952496034165,0.7048922364321124,1.418656566657064,0.48389197394343947
s2311-bay1yng-okyJuly23-wout-3,54,2.1832762612286554,0.8127975071514308,1.2303187340038086,0.547326396
s2311-bay1yng-okyJuly23-wout-4,60,2.124770231943866,0.8103279003251439,1.2340683315960739,0.5189524720388217
s2311-bay1yng-okyJuly23-wout-5,52,2.333179707739616,0.8461606855376599,1.1818086293675873,0.5904924813337691
s2311-bay1yng-okyJuly23-wout-6,40,2.009339656744403,0.7904408473503601,1.2651168058332307,0.5447019024987477
s2311-bay2gej-okyJuly23-bmud-1,36,1.4380255128551767,0.5626309598074515,1.777363976454884,0.4012886599881407
s2311-bay2gej-okyJuly23-bmud-2,47,1.7517086324710802,0.6720227029665393,1.4880449657216284,0.4549718124294902
s2311-bay2gej-okyJuly23-bmud-3,51,1.9938688537858054,0.7570402578973676,1.3209337146447642,0.5071101925759287
s2311-bay2gej-okyJuly23-bmud-4,50,1.7545230158387066,0.6982062545386598,1.4322415382267675,0.448495066
s2311-bay2gej-okyJuly23-bmud-5,50,1.901674420208205,0.7355565809831631,1.359514721033935,0.48611023441567897
s2311-bay2gej-okyJuly23-bmud-6,40,1.447616434535276,0.5835835176401669,1.7135507939698056,0.39242714557149755
s2311-bay2gej-okyJuly23-wout-1,52,2.0671915315897005,0.7688489439993658,1.3006456051018844,0.5231748985435558
s2311-bay2gej-okyJuly23-wout-2,51,1.9350893084668057,0.7074951285266818,1.4134372940241198,0.4921605099578132
s2311-bay2gej-okyJuly23-wout-3,52,2.044152090908102,0.7645605648119848,1.3079408565179043,0.5173439647104309
s2311-bay2gej-okyJuly23-wout-4,46,1.3763166237753468,0.5039694791538769,1.984247144646373,0.35947911576086594
s2311-bay2gej-okyJuly23-wout-5,51,2.3337180144265197,0.8292524075667799,1.2059054527610398,0.5935456534499237
s2311-bay2gej-okyJuly23-wout-6,51,1.7987463537628883,0.6727960170428016,1.4863346016752392,0.4574837548216892
s2314-1-ktk230802-bmud-1,39,2.2592438364241185,0.8302987654170502,1.204385748421185,0.6166796289099944
s2314-1-ktk230802-bmud-2,36,1.743178100763573,0.7502785236409678,1.3328383640080466,0.48644311100378546
s2314-1-ktk230802-bmud-3,34,2.1249461899903364,0.8194780150940314,1.2202889907732968,0.6025890362476858
s2314-1-ktk230802-bmud-4,31,1.8847808956756429,0.7518380272844472,1.3300737176222457,0.5488607800325878
s2314-1-ktk230802-bmud-5,44,1.3388363788357007,0.49175072560797417,2.033550634,0.3537973802463568
s2314-1-ktk230802-bmud-6,33,1.7309640412096623,0.7165509494265383,1.3955741748724335,0.4950551402450489
s2314-2-ktk230802-wout-1,47,1.3364013563124724,0.5349225540199162,1.8694294949522134,0.34710392809847196
s2314-2-ktk230802-wout-2,57,1.412113579384786,0.5693139195072128,1.7565001763272903,0.3492692735853214
s2314-2-ktk230802-wout-3,53,1.3811882115655516,0.583233797,1.7145782803209186,0.3478807708952153
s2314-2-ktk230802-wout-4,76,1.3875731346859448,0.5724177229599119,1.7469759580977071,0.3204014252685906
s2314-2-ktk230802-wout-5,47,1.2943707728796363,0.5626437401316853,1.7773236040375258,0.33618731196298457
s2314-2-ktk230802-wout-6,52,1.7269005658595438,0.7116942550453599,1.405097755,0.43705240396548717
